participant_id,NQs,age,gender,academic_study,computer_mouse,recruitment,order,q_id,creature,dataset,scale,response,true_value,deviation,abs_deviation,calculation,scratchpad,qtext
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,2,Q0,ewok,dataset1,linear,plus 125000,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,3,QI1,ewok,dataset1,linear,14000,14363.34135,-363.341348,363.341348,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,4,QE1,ewok,dataset1,linear,900,481.6152,418.3848,418.3848,,,What is the population of Ewoks in 10 ABY?
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,5,QE2,ewok,dataset1,linear,25,28.44947006,-3.449470062,3.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,6,QI3,ewok,dataset1,linear,10,6.245447942,3.754552058,3.754552058,,,How long does it take for the population of Ewoks in 10 ABY to double?
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,7,QI2,ewok,dataset1,linear,8,10.68524351,-2.685243508,2.685243508,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,9,Q0,tribble,dataset2,log2,increses 3.8%,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,10,QE1,tribble,dataset2,log2,498,481.6152,16.38480004,16.38480004,,,What is the population of Tribbles in stardate 4510?
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,11,QI2,tribble,dataset2,log2,21.54,10.68524351,10.85475649,10.85475649,,,How many times more Tribbles are there in 4540 than in 4520?
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,12,QI3,tribble,dataset2,log2,5,6.245447942,-1.245447942,1.245447942,,,How long does it take for the population of Tribbles in stardate 4510 to double?
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,13,QI1,tribble,dataset2,log2,26700,14363.34135,12336.65865,12336.65865,,,"From 4520 to 4540, the population increases by ____ Tribbles."
8ffdb8600df91213be7b73147000a012,12,26-30,Female,Graduate Degree,Yes,Prolific,14,QE2,tribble,dataset2,log2,28,28.44947006,-0.449470062,0.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,2,Q0,tribble,dataset2,linear,18500,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,3,QE2,tribble,dataset2,linear,27,28.44947006,-1.449470062,1.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,4,QI2,tribble,dataset2,linear,1,10.68524351,-9.685243508,9.685243508,,,How many times more Tribbles are there in 4540 than in 4520?
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,5,QE1,tribble,dataset2,linear,200,481.6152,-281.6152,281.6152,4510=4510,,What is the population of Tribbles in stardate 4510?
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,6,QI3,tribble,dataset2,linear,10,6.245447942,3.754552058,3.754552058,,,How long does it take for the population of Tribbles in stardate 4510 to double?
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,7,QI1,tribble,dataset2,linear,23000,14363.34135,8636.658652,8636.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,9,Q0,ewok,dataset1,log2,from like 4100 to 16384,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,10,QI3,ewok,dataset1,log2,15,6.245447942,8.754552058,8.754552058,,,How long does it take for the population of Ewoks in 10 ABY to double?
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,11,QI2,ewok,dataset1,log2,1,10.68524351,-9.685243508,9.685243508,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,12,QE2,ewok,dataset1,log2,24,28.44947006,-4.449470062,4.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,13,QE1,ewok,dataset1,log2,480,481.6152,-1.615199956,1.615199956,,,What is the population of Ewoks in 10 ABY?
f3aa3b9efdd8d75ea920f5367e136e62,12,19-25,Male,Graduate Degree,Yes,Prolific,14,QI1,ewok,dataset1,log2,15000,14363.34135,636.658652,636.658652,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,2,Q0,tribble,dataset1,linear,from 5000 to around 17000,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,3,QI2,tribble,dataset1,linear,9,10.68524351,-1.685243508,1.685243508,17/2=8.5,,How many times more Tribbles are there in 4540 than in 4520?
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,4,QI1,tribble,dataset1,linear,15000,14363.34135,636.658652,636.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,5,QE1,tribble,dataset1,linear,1000,481.6152,518.3848,518.3848,,,What is the population of Tribbles in stardate 4510?
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,6,QI3,tribble,dataset1,linear,10,6.245447942,3.754552058,3.754552058,,,How long does it take for the population of Tribbles in stardate 4510 to double?
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,7,QE2,tribble,dataset1,linear,24,28.44947006,-4.449470062,4.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,9,Q0,ewok,dataset2,log2,from 7000 to 27000,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,10,QE1,ewok,dataset2,log2,480,481.6152,-1.615199956,1.615199956,,,What is the population of Ewoks in 10 ABY?
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,11,QI3,ewok,dataset2,log2,3,6.245447942,-3.245447942,3.245447942,,,How long does it take for the population of Ewoks in 10 ABY to double?
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,12,QE2,ewok,dataset2,log2,28,28.44947006,-0.449470062,0.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,13,QI2,ewok,dataset2,log2,27000,10.68524351,26989.31476,26989.31476,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
4dd63656cf06baf97ac3575da5e6c3e1,12,Under 19,Male,High School or Less,Yes,Prolific,14,QI1,ewok,dataset2,log2,14000,14363.34135,-363.341348,363.341348,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,2,Q0,tribble,dataset2,linear,it tends to grow explosive on the last time approaching to the 4540,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,3,QI3,tribble,dataset2,linear,5,6.245447942,-1.245447942,1.245447942,,"4510 --> 0 
4515 1000",How long does it take for the population of Tribbles in stardate 4510 to double?
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,4,QI2,tribble,dataset2,linear,23,10.68524351,12.31475649,12.31475649,,,How many times more Tribbles are there in 4540 than in 4520?
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,5,QE1,tribble,dataset2,linear,1000,481.6152,518.3848,518.3848,,,What is the population of Tribbles in stardate 4510?
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,6,QI1,tribble,dataset2,linear,10.5,14363.34135,-14352.84135,14352.84135,,,"From 4520 to 4540, the population increases by ____ Tribbles."
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,7,QE2,tribble,dataset2,linear,28,28.44947006,-0.449470062,0.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,9,Q0,ewok,dataset1,log2,it cuadruplicate ,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,10,QI2,ewok,dataset1,log2,4,10.68524351,-6.685243508,6.685243508,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,11,QI3,ewok,dataset1,log2,6,6.245447942,-0.245447942,0.245447942,,,How long does it take for the population of Ewoks in 10 ABY to double?
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,12,QI1,ewok,dataset1,log2,6,14363.34135,-14357.34135,14357.34135,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,13,QE2,ewok,dataset1,log2,23,28.44947006,-5.449470062,5.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
8c9fad9f19ca77d8cc4f53bb2ead5f86,12,26-30,Female,Graduate Degree,Yes,Prolific,14,QE1,ewok,dataset1,log2,500,481.6152,18.38480004,18.38480004,,,What is the population of Ewoks in 10 ABY?
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,2,Q0,ewok,dataset1,linear,respecting to years before war the population curve flactuate more means situation is not as stable as before but the overall trend is rising means their population has increased from around 5 thousands to 15 thousands or 3 times,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,3,QI3,ewok,dataset1,linear,10,6.245447942,3.754552058,3.754552058,,,How long does it take for the population of Ewoks in 10 ABY to double?
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,4,QI2,ewok,dataset1,linear,15000,10.68524351,14989.31476,14989.31476,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,5,QE2,ewok,dataset1,linear,24,28.44947006,-4.449470062,4.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,6,QI1,ewok,dataset1,linear,15000,14363.34135,636.658652,636.658652,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,7,QE1,ewok,dataset1,linear,5,481.6152,-476.6152,476.6152,,,What is the population of Ewoks in 10 ABY?
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,9,Q0,tribble,dataset2,log2,except the year 4536 which is neglectable the overall population raised with a same slope simillar to the whole period from year 4500 to 4550. To be accurate the population increased from around 4100 to around 16400 creatures.  ,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,10,QI2,tribble,dataset2,log2,20,10.68524351,9.314756492,9.314756492,,,How many times more Tribbles are there in 4540 than in 4520?
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,11,QI1,tribble,dataset2,log2,23386,14363.34135,9022.658652,9022.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,12,QI3,tribble,dataset2,log2,6,6.245447942,-0.245447942,0.245447942,,,How long does it take for the population of Tribbles in stardate 4510 to double?
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,13,QE1,tribble,dataset2,log2,500,481.6152,18.38480004,18.38480004,,,What is the population of Tribbles in stardate 4510?
bc964336f3ce15842c473e827d28adf6,12,26-30,Male,Some Graduate Courses,Yes,Prolific,14,QE2,tribble,dataset2,log2,28,28.44947006,-0.449470062,0.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,2,Q0,ewok,dataset1,linear,The population increase double,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,3,QI1,ewok,dataset1,linear,12500,14363.34135,-1863.341348,1863.341348,15000 - 2500=12500,"In 20 ABY the population of Ewoks was 2500, in 40 ABY the population was 15 000, i would make a substraction ","From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,4,QE1,ewok,dataset1,linear,500,481.6152,18.38480004,18.38480004,,"The slope in 10 ABY is not high, aproximately in 500 Ewoks",What is the population of Ewoks in 10 ABY?
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,5,QI3,ewok,dataset1,linear,10,6.245447942,3.754552058,3.754552058,,In ten years (20 ABY) the population is double comparison 10 ABY,How long does it take for the population of Ewoks in 10 ABY to double?
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,6,QI2,ewok,dataset1,linear,8.75,10.68524351,-1.935243508,1.935243508,17500 / 2000=8.75,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,7,QE2,ewok,dataset1,linear,25,28.44947006,-3.449470062,3.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,9,Q0,tribble,dataset2,log2,The population of Tribbles increase 10 000 more,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,10,QI3,tribble,dataset2,log2,5,6.245447942,-1.245447942,1.245447942,,,How long does it take for the population of Tribbles in stardate 4510 to double?
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,11,QE1,tribble,dataset2,log2,512,481.6152,30.38480004,30.38480004,,,What is the population of Tribbles in stardate 4510?
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,12,QE2,tribble,dataset2,log2,28,28.44947006,-0.449470062,0.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,13,QI2,tribble,dataset2,log2,10.6,10.68524351,-0.085243508,0.085243508,16384 / 1536=10.67,"In 4520 there are aproximately 1536 Tribbles, in 4540 the populations is 16384, I do a division of both numbers and the result is how many times more Tribbles are there in 4540 than in 4520",How many times more Tribbles are there in 4540 than in 4520?
d144a403a6cc7e92997ef7f47d3ae802,12,19-25,Male,Undergraduate Degree,Yes,Prolific,14,QI1,tribble,dataset2,log2,17920,14363.34135,3556.658652,3556.658652,16384 + 1536=17920,,"From 4520 to 4540, the population increases by ____ Tribbles."
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,2,Q0,tribble,dataset2,log2,it increases,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,3,QI1,tribble,dataset2,log2,6912,14363.34135,-7451.341348,7451.341348,2048-1024=1024; 1024/4=256; 1024+256=1280; 32768-16384=16384; 16384/2=8192; 8192-1280=6912,"1280
8192","From 4520 to 4540, the population increases by ____ Tribbles."
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,4,QI3,tribble,dataset2,log2,17,6.245447942,10.75455206,10.75455206,512*2=1024,,How long does it take for the population of Tribbles in stardate 4510 to double?
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,5,QE1,tribble,dataset2,log2,510,481.6152,28.38480004,28.38480004,,,What is the population of Tribbles in stardate 4510?
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,6,QE2,tribble,dataset2,log2,27,28.44947006,-1.449470062,1.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,7,QI2,tribble,dataset2,log2,16,10.68524351,5.314756492,5.314756492,16384/2=8192; 16384+8192=24576; 2048/4=512; 512+1024=1536; 24576/1536=16,"24576
1536",How many times more Tribbles are there in 4540 than in 4520?
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,9,Q0,ewok,dataset1,linear,it increases,,,,,"24576
1536","Between 30 and 40 ABY, how does the population of Ewoks change?"
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,10,QE2,ewok,dataset1,linear,24,28.44947006,-4.449470062,4.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,11,QE1,ewok,dataset1,linear,1,481.6152,-480.6152,480.6152,,,What is the population of Ewoks in 10 ABY?
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,12,QI2,ewok,dataset1,linear,8,10.68524351,-2.685243508,2.685243508,16000/2000=8,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,13,QI1,ewok,dataset1,linear,15000,14363.34135,636.658652,636.658652,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
7939cdcd5516161eb97fdaa411d3c423,12,26-30,Female,Some Undergraduate Courses,Yes,Prolific,14,QI3,ewok,dataset1,linear,10,6.245447942,3.754552058,3.754552058,,,How long does it take for the population of Ewoks in 10 ABY to double?
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,2,Q0,tribble,dataset2,log2,there is an increase in population,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,3,QE1,tribble,dataset2,log2,510,481.6152,28.38480004,28.38480004,4510-510=4000,,What is the population of Tribbles in stardate 4510?
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,4,QE2,tribble,dataset2,log2,-4501,28.44947006,-4529.44947,4529.44947,,,"In what stardate does the population of Tribbles reach 4,000?"
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,5,QI2,tribble,dataset2,log2,3,10.68524351,-7.685243508,7.685243508,32700-1500=31200,,How many times more Tribbles are there in 4540 than in 4520?
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,6,QI1,tribble,dataset2,log2,14881,14363.34135,517.658652,517.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,7,QI3,tribble,dataset2,log2,7,6.245447942,0.754552058,0.754552058,,,How long does it take for the population of Tribbles in stardate 4510 to double?
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,9,Q0,ewok,dataset1,linear,population is scattered,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,10,QI1,ewok,dataset1,linear,2300,14363.34135,-12063.34135,12063.34135,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,11,QI3,ewok,dataset1,linear,40,6.245447942,33.75455206,33.75455206,,,How long does it take for the population of Ewoks in 10 ABY to double?
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,12,QI2,ewok,dataset1,linear,19000,10.68524351,18989.31476,18989.31476,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,13,QE1,ewok,dataset1,linear,0,481.6152,-481.6152,481.6152,,,What is the population of Ewoks in 10 ABY?
1170ca039a240369ed597062ba51964a,12,19-25,Female,Undergraduate Degree,Yes,Prolific,14,QE2,ewok,dataset1,linear,15,28.44947006,-13.44947006,13.44947006,,,"In what ABY does the population of Ewoks reach 4,000?"
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,2,Q0,ewok,dataset1,linear,"population of Ewoks increased by around 8,000",,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,3,QI3,ewok,dataset1,linear,10,6.245447942,3.754552058,3.754552058,20-10=10,,How long does it take for the population of Ewoks in 10 ABY to double?
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,4,QI1,ewok,dataset1,linear,16000,14363.34135,1636.658652,1636.658652,18000 - 2000=16000,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,5,QE1,ewok,dataset1,linear,500,481.6152,18.38480004,18.38480004,,,What is the population of Ewoks in 10 ABY?
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,6,QE2,ewok,dataset1,linear,24,28.44947006,-4.449470062,4.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,7,QI2,ewok,dataset1,linear,17,10.68524351,6.314756492,6.314756492,1000 * 17=17000,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,9,Q0,tribble,dataset2,log2,It has increased around 30 000 ,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,10,QI1,tribble,dataset2,log2,23198,14363.34135,8834.658652,8834.658652,24522 - 1324=23198,,"From 4520 to 4540, the population increases by ____ Tribbles."
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,11,QI3,tribble,dataset2,log2,8,6.245447942,1.754552058,1.754552058,500 * 2=1000; 500 * 2=1000,,How long does it take for the population of Tribbles in stardate 4510 to double?
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,12,QE2,tribble,dataset2,log2,27,28.44947006,-1.449470062,1.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,13,QE1,tribble,dataset2,log2,500,481.6152,18.38480004,18.38480004,,,What is the population of Tribbles in stardate 4510?
80221ccd89237f733235ed32b12dd070,12,19-25,Male,High School or Less,Yes,Prolific,14,QI2,tribble,dataset2,log2,17,10.68524351,6.314756492,6.314756492,24322 / 5=4864.4; 24322 / 7=3474.57; 24322 / 9=2702.44; 24322 / 11=2211.09; 24322 / 15=1621.47; 24322 / 17=1430.71,,How many times more Tribbles are there in 4540 than in 4520?
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,2,Q0,ewok,dataset1,log2,"16k - 5k = 11k, it changed by 11k",,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,3,QE2,ewok,dataset1,log2,24,28.44947006,-4.449470062,4.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,4,QI3,ewok,dataset1,log2,5,6.245447942,-1.245447942,1.245447942,,,How long does it take for the population of Ewoks in 10 ABY to double?
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,5,QI1,ewok,dataset1,log2,15000,14363.34135,636.658652,636.658652,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,6,QI2,ewok,dataset1,log2,10,10.68524351,-0.685243508,0.685243508,16000/1600=10,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,7,QE1,ewok,dataset1,log2,470,481.6152,-11.61519996,11.61519996,,,What is the population of Ewoks in 10 ABY?
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,9,Q0,tribble,dataset2,linear,yes,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,10,QI3,tribble,dataset2,linear,1.5,6.245447942,-4.745447942,4.745447942,,,How long does it take for the population of Tribbles in stardate 4510 to double?
c65a792193b1b6e2bfbe3e91ed1dc801,12,19-25,Male,High School or Less,Yes,Prolific,11,QI1,tribble,dataset2,linear,23500,14363.34135,9136.658652,9136.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
