"participant_id","NQs","age","gender","academic_study","computer_mouse","recruitment","order","q_id","qtext","creature","dataset","scale","response","true_value","deviation","abs_deviation","closest_pt_value","closest_pt_deviation","closest_pt_abs_deviation","showed_work","showed_work_n","calculation","scratchpad","pop20_est","pop40_est","anchored","logic","work_notes"
"bcaa8899777af850f8464f6b83c9a9b9",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",9,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset1","log2","12288",,,,,,,0,0,,,,,,,
"bcaa8899777af850f8464f6b83c9a9b9",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",10,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset1","log2","16",10.68524351,5.314756492,5.314756492,11.15,4.85,4.85,0,0,,,,,,,
"bcaa8899777af850f8464f6b83c9a9b9",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",11,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset1","log2","512",481.6152,30.38480004,30.38480004,445.4833,66.5167,66.5167,0,0,,,,,,,
"bcaa8899777af850f8464f6b83c9a9b9",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",12,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset1","log2","15360",14363.34135,996.658652,996.658652,15517.75,-157.75,157.75,0,0,,,,,,,
"bcaa8899777af850f8464f6b83c9a9b9",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",13,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset1","log2","30",28.44947006,1.550529938,1.550529938,24,6,6,0,0,,,,,,,
"bcaa8899777af850f8464f6b83c9a9b9",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",14,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset1","log2","5",6.245447942,-1.245447942,1.245447942,4,1,1,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",2,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset2","linear","15000-5000=10000",,,,,,,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",3,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset2","linear","2",6.245447942,-4.245447942,4.245447942,6,-4,4,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",4,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset2","linear","500",481.6152,18.38480004,18.38480004,466.8964,33.1036,33.1036,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",5,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset2","linear","27",28.44947006,-1.449470062,1.449470062,27,0,0,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",6,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset2","linear","10",10.68524351,-0.685243508,0.685243508,18.76,-8.76,8.76,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",7,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset2","linear","13500",14363.34135,-863.341348,863.341348,22897.43,-9397.43,9397.43,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",9,"Q0","Between stardates 4530 and 4540, how does the population of Tribbles change?","tribble","dataset1","log2","11000 more",,,,,,,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",10,"QI3","How long does it take for the population of Tribbles in stardate 4510 to double?","tribble","dataset1","log2","4",6.245447942,-2.245447942,2.245447942,4,0,0,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",11,"QI1","From 4520 to 4540, the population increases by ____ Tribbles.","tribble","dataset1","log2","14500",14363.34135,136.658652,136.658652,15517.75,-1017.75,1017.75,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",12,"QI2","How many times more Tribbles are there in 4540 than in 4520?","tribble","dataset1","log2","10.66",10.68524351,-0.025243508,0.025243508,11.15,-0.49,0.49,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",13,"QE2","In what stardate does the population of Tribbles reach 4,000?","tribble","dataset1","log2","24",28.44947006,-4.449470062,4.449470062,24,0,0,0,0,,,,,,,
"67faa93c00ae178c80e249b529c4e84a",12,"19-25","Male","High School or Less","Yes","Prolific",14,"QE1","What is the population of Tribbles in stardate 4510?","tribble","dataset1","log2","450",481.6152,-31.61519996,31.61519996,445.4833,4.51670000000001,4.51670000000001,0,0,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",2,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset2","linear","increase by approximately 10500",,,,,,,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",3,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset2","linear","0",481.6152,-481.6152,481.6152,466.8964,-466.8964,466.8964,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",4,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset2","linear","24",10.68524351,13.31475649,13.31475649,18.76,5.24,5.24,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",5,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset2","linear","23000",14363.34135,8636.658652,8636.658652,22897.43,102.57,102.57,1,1,,"1500 in 20.
24000",1500,24000,"base tens","correct","estimated between grid lines"
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",6,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset2","linear","10",6.245447942,3.754552058,3.754552058,6,4,4,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",7,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset2","linear","29",28.44947006,0.550529938,0.550529938,27,2,2,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",9,"Q0","Between stardates 4530 and 4540, how does the population of Tribbles change?","tribble","dataset1","log2","increases by approximately 10240",,,,,,,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",10,"QI2","How many times more Tribbles are there in 4540 than in 4520?","tribble","dataset1","log2","10.67",10.68524351,-0.015243508,0.015243508,11.15,-0.48,0.48,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",11,"QI1","From 4520 to 4540, the population increases by ____ Tribbles.","tribble","dataset1","log2","14848",14363.34135,484.658652,484.658652,15517.75,-669.75,669.75,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",12,"QE2","In what stardate does the population of Tribbles reach 4,000?","tribble","dataset1","log2","24",28.44947006,-4.449470062,4.449470062,24,0,0,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",13,"QI3","How long does it take for the population of Tribbles in stardate 4510 to double?","tribble","dataset1","log2","10",6.245447942,3.754552058,3.754552058,4,6,6,0,1,,,,,,,
"3cd9e4914dac5f41cc49b469b38fe28e",12,"26-30","Female","Graduate Degree","Yes","Prolific",14,"QE1","What is the population of Tribbles in stardate 4510?","tribble","dataset1","log2","500",481.6152,18.38480004,18.38480004,445.4833,54.5167,54.5167,0,1,,,,,,,
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",2,"Q0","Between stardates 4530 and 4540, how does the population of Tribbles change?","tribble","dataset2","log2","it more than triples",,,,,,,0,7,,,,,,,
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",3,"QI3","How long does it take for the population of Tribbles in stardate 4510 to double?","tribble","dataset2","log2","7",6.245447942,0.754552058,0.754552058,6,1,1,1,7,"500*2=1000; 4510-4517=-7; 4517-4510=7","500 ~= population in 4510
1000 ~= population in 4517
4517-4510 = 7",,,,,
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",4,"QE1","What is the population of Tribbles in stardate 4510?","tribble","dataset2","log2","500",481.6152,18.38480004,18.38480004,466.8964,33.1036,33.1036,0,7,,,,,,,
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",5,"QE2","In what stardate does the population of Tribbles reach 4,000?","tribble","dataset2","log2","27",28.44947006,-1.449470062,1.449470062,27,0,0,0,7,,,,,,,
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",6,"QI2","How many times more Tribbles are there in 4540 than in 4520?","tribble","dataset2","log2","21.7",10.68524351,11.01475649,11.01475649,18.76,2.94,2.94,1,7,"26000/1200=21.67","4520 ~= 1200
4540 ~=  26,000
26000/1200 = 21.67",1200,26000,,"correct",
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",7,"QI1","From 4520 to 4540, the population increases by ____ Tribbles.","tribble","dataset2","log2","21.7",14363.34135,-14341.64135,14341.64135,22897.43,-22875.73,22875.73,1,7,,"4520 ~= 1200
4540 ~= 26,000
26000/1200 = 21.7",1200,26000,"base tens","incorrect","estimated between grid lines"
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",9,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset1","linear","it goes from 5000 to 17500",,,,,,,1,7,,"4520 ~= 1200
4540 ~= 26,000
26000/1200 = 21.7",,,,,
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",10,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset1","linear","250",481.6152,-231.6152,231.6152,445.4833,-195.4833,195.4833,0,7,,,,,,,
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",11,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset1","linear","12000",14363.34135,-2363.341348,2363.341348,15517.75,-3517.75,3517.75,1,7,"14000-2000=12000","20 ABY ~= 2000
40 ABY ~= 14000
14000-2000=12000",2000,14000,"base tens","correct","estimated between grid lines"
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",12,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset1","linear","24",28.44947006,-4.449470062,4.449470062,24,0,0,0,7,,,,,,,
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",13,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset1","linear","7",10.68524351,-3.685243508,3.685243508,11.15,-4.15,4.15,1,7,"14000/2000=7","20 ABY ~= 2000
40 ABY ~= 14000
14000/2000 = 7",2000,14000,,"correct",
"1f4ea9e5093a07d34572c679cbca1c77",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",14,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset1","linear","1",6.245447942,-5.245447942,5.245447942,4,-3,3,1,7,,"10 ABY ~= 250
11 ABY ~= 500",,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",2,"Q0","Between stardates 4530 and 4540, how does the population of Tribbles change?","tribble","dataset2","log2","practically 3 times more",,,,,,,0,4,,,,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",3,"QI1","From 4520 to 4540, the population increases by ____ Tribbles.","tribble","dataset2","log2","25600",14363.34135,11236.65865,11236.65865,22897.43,2702.57,2702.57,1,4,"27000-7000=20000; 27000-1400=25600",,1400,27000,"base tens","correct","estimated between grid lines"
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",4,"QI2","How many times more Tribbles are there in 4540 than in 4520?","tribble","dataset2","log2","19.2",10.68524351,8.514756492,8.514756492,18.76,0.439999999999998,0.439999999999998,1,4,"2700-1400=1300; 27000-1400=25600; 27000/1400=19.29",,1400,17000,,"correct",
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",5,"QI3","How long does it take for the population of Tribbles in stardate 4510 to double?","tribble","dataset2","log2","5.5",6.245447942,-0.745447942,0.745447942,6,-0.5,0.5,0,4,,,,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",6,"QE1","What is the population of Tribbles in stardate 4510?","tribble","dataset2","log2","500",481.6152,18.38480004,18.38480004,466.8964,33.1036,33.1036,0,4,,,,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",7,"QE2","In what stardate does the population of Tribbles reach 4,000?","tribble","dataset2","log2","27",28.44947006,-1.449470062,1.449470062,27,0,0,0,4,,,,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",9,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset1","linear","triples",,,,,,,0,4,,,,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",10,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset1","linear","10",6.245447942,3.754552058,3.754552058,4,6,6,0,4,,,,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",11,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset1","linear","8.5",10.68524351,-2.185243508,2.185243508,11.15,-2.65,2.65,1,4,"17000/2000=8.5",,2000,17000,,"correct",
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",12,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset1","linear","24",28.44947006,-4.449470062,4.449470062,24,0,0,0,4,,,,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",13,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset1","linear","200",481.6152,-281.6152,281.6152,445.4833,-245.4833,245.4833,0,4,,,,,,,
"007d07c3cb1ae3fc41cd3d0fc21ff9c0",12,"41-45","Male","Graduate Degree","Yes","Prolific",14,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset1","linear","15500",14363.34135,1136.658652,1136.658652,15517.75,-17.75,17.75,1,4,"17000-1500=15500",,1500,17000,"base tens","correct","estimated between grid lines"
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",2,"Q0","Between stardates 4530 and 4540, how does the population of Tribbles change?","tribble","dataset2","linear","Increased 13,000",,,,,,,0,5,,,,,,,
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",3,"QI1","From 4520 to 4540, the population increases by ____ Tribbles.","tribble","dataset2","linear","14100",14363.34135,-263.341348,263.341348,22897.43,-8797.43,8797.43,1,5,"16000-2000=14000",,2000,16000,"base tens","correct","estimated between grid lines"
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",4,"QE2","In what stardate does the population of Tribbles reach 4,000?","tribble","dataset2","linear","28",28.44947006,-0.449470062,0.449470062,27,1,1,0,5,,,,,,,
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",5,"QI2","How many times more Tribbles are there in 4540 than in 4520?","tribble","dataset2","linear","9.1999999999999993",10.68524351,-1.485243508,1.485243508,18.76,-9.56,9.56,1,5,"18000/2000=9",,2000,18000,,"correct",
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",6,"QE1","What is the population of Tribbles in stardate 4510?","tribble","dataset2","linear","500",481.6152,18.38480004,18.38480004,466.8964,33.1036,33.1036,0,5,,,,,,,
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",7,"QI3","How long does it take for the population of Tribbles in stardate 4510 to double?","tribble","dataset2","linear","8",6.245447942,1.754552058,1.754552058,6,2,2,0,5,,,,,,,
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",9,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset1","log2","Linear",,,,,,,0,5,,,,,,,
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",10,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset1","log2","6",6.245447942,-0.245447942,0.245447942,4,2,2,1,5,"512+512=1024",,,,,,
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",11,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset1","log2","26",28.44947006,-2.449470062,2.449470062,24,2,2,0,5,,,,,,,
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",12,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset1","log2","512",481.6152,30.38480004,30.38480004,445.4833,66.5167,66.5167,0,5,,,,,,,
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",13,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset1","log2","10.9",10.68524351,0.214756492,0.214756492,11.15,-0.25,0.25,1,5,"16370/1500=10.91",,1500,16370,,"correct",
"b643d914fccbb31d1d5653dab27cdda1",12,"19-25","Male","Undergraduate Degree","Yes","Prolific",14,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset1","log2","14880",14363.34135,516.658652,516.658652,15517.75,-637.75,637.75,1,5,"16384-1500=14884",,1500,16384,"log grid lines; base tens","correct",
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",2,"Q0","Between stardates 4530 and 4540, how does the population of Tribbles change?","tribble","dataset1","linear","it increased by ~12500",,,,,,,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",3,"QE2","In what stardate does the population of Tribbles reach 4,000?","tribble","dataset1","linear","24",28.44947006,-4.449470062,4.449470062,24,0,0,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",4,"QI3","How long does it take for the population of Tribbles in stardate 4510 to double?","tribble","dataset1","linear","2",6.245447942,-4.245447942,4.245447942,4,-2,2,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",5,"QE1","What is the population of Tribbles in stardate 4510?","tribble","dataset1","linear","50",481.6152,-431.6152,431.6152,445.4833,-395.4833,395.4833,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",6,"QI1","From 4520 to 4540, the population increases by ____ Tribbles.","tribble","dataset1","linear","52000",14363.34135,37636.65865,37636.65865,15517.75,36482.25,36482.25,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",7,"QI2","How many times more Tribbles are there in 4540 than in 4520?","tribble","dataset1","linear","17.5",10.68524351,6.814756492,6.814756492,11.15,6.35,6.35,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",9,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset2","log2","tripled",,,,,,,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",10,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset2","log2","520",481.6152,38.38480004,38.38480004,466.8964,53.1036,53.1036,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",11,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset2","log2","24",10.68524351,13.31475649,13.31475649,18.76,5.24,5.24,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",12,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset2","log2","6",6.245447942,-0.245447942,0.245447942,6,0,0,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",13,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset2","log2","26",28.44947006,-2.449470062,2.449470062,27,-1,1,0,0,,,,,,,
"5f4c3a382c6ed5e74a21bfd16d8fc17e",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific",14,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset2","log2","23000",14363.34135,8636.658652,8636.658652,22897.43,102.57,102.57,0,0,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",2,"Q0","Between stardates 4530 and 4540, how does the population of Tribbles change?","tribble","dataset1","linear","It was multiplied by 3.5",,,,,,,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",3,"QE2","In what stardate does the population of Tribbles reach 4,000?","tribble","dataset1","linear","24",28.44947006,-4.449470062,4.449470062,24,0,0,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",4,"QI2","How many times more Tribbles are there in 4540 than in 4520?","tribble","dataset1","linear","8.5",10.68524351,-2.185243508,2.185243508,11.15,-2.65,2.65,1,2,"17/2=8.5",,2000,17000,,"correct",
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",5,"QE1","What is the population of Tribbles in stardate 4510?","tribble","dataset1","linear","600",481.6152,118.3848,118.3848,445.4833,154.5167,154.5167,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",6,"QI3","How long does it take for the population of Tribbles in stardate 4510 to double?","tribble","dataset1","linear","5",6.245447942,-1.245447942,1.245447942,4,1,1,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",7,"QI1","From 4520 to 4540, the population increases by ____ Tribbles.","tribble","dataset1","linear","15000",14363.34135,636.658652,636.658652,15517.75,-517.75,517.75,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",9,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset2","log2","It multiplied by 3.5",,,,,,,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",10,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset2","log2","24",28.44947006,-4.449470062,4.449470062,27,-3,3,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",11,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset2","log2","500",481.6152,18.38480004,18.38480004,466.8964,33.1036,33.1036,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",12,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset2","log2","20.83",14363.34135,-14342.51135,14342.51135,22897.43,-22876.6,22876.6,1,2,"25000/1200=20.83",,1200,25000,"base tens","incorrect",
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",13,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset2","log2","6",6.245447942,-0.245447942,0.245447942,6,0,0,0,2,,,,,,,
"223fd1390046c3b5ca80060b1df07201",12,"19-25","Male","High School or Less","Yes","Prolific",14,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset2","log2","20.83",10.68524351,10.14475649,10.14475649,18.76,2.07,2.07,0,2,,,,,,,
"81cb45ebdd654b7003743767d684a6da",12,"36-40","Male","Graduate Degree","Yes","Prolific",2,"Q0","Between 30 and 40 ABY, how does the population of Ewoks change?","ewok","dataset1","log2","from 5,01 to 16,38, a rate of 2,6",,,,,,,0,5,,,,,,,
"81cb45ebdd654b7003743767d684a6da",12,"36-40","Male","Graduate Degree","Yes","Prolific",3,"QE2","In what ABY does the population of Ewoks reach 4,000?","ewok","dataset1","log2","28",28.44947006,-0.449470062,0.449470062,24,4,4,0,5,,,,,,,
"81cb45ebdd654b7003743767d684a6da",12,"36-40","Male","Graduate Degree","Yes","Prolific",4,"QI1","From 20 ABY to 40 ABY, the population increases by ____ Ewoks.","ewok","dataset1","log2","9.6669999999999998",14363.34135,-14353.67435,14353.67435,15517.75,-15508.083,15508.083,1,5,"2048-1024=1024; 1024+512=1536; 16384-1536=14848; 14848/1536=9.67","1536 aprox Ini
16384

14848",1536,16384,"log grid lines","incorrect","estimated between grid lines; changed logic"
"81cb45ebdd654b7003743767d684a6da",12,"36-40","Male","Graduate Degree","Yes","Prolific",5,"QE1","What is the population of Ewoks in 10 ABY?","ewok","dataset1","log2","505",481.6152,23.38480004,23.38480004,445.4833,59.5167,59.5167,0,5,,,,,,,
"81cb45ebdd654b7003743767d684a6da",12,"36-40","Male","Graduate Degree","Yes","Prolific",6,"QI3","How long does it take for the population of Ewoks in 10 ABY to double?","ewok","dataset1","log2","6",6.245447942,-0.245447942,0.245447942,4,2,2,0,5,,,,,,,
"81cb45ebdd654b7003743767d684a6da",12,"36-40","Male","Graduate Degree","Yes","Prolific",7,"QI2","How many times more Ewoks are there in 40 ABY than in 20 ABY?","ewok","dataset1","log2","32",10.68524351,21.31475649,21.31475649,11.15,20.85,20.85,1,5,"512*5=2560; 512*50=25600; 12=12; 16384/512=32; 512*32=16384",,512,16384,,"correct",
"81cb45ebdd654b7003743767d684a6da",12,"36-40","Male","Graduate Degree","Yes","Prolific",9,"Q0","Between stardates 4530 and 4540, how does the population of Tribbles change?","tribble","dataset2","linear","Increase from 5 thousand to near of 18 thousand",,,,,,,0,5,,,,,,,
