"participant_id","n_lineups","age","gender","academic_study","computer_mouse","recruitment","dataset_id","set","curvature","target","null","scale","correct","response_no","binary_response","conf_level","choice_reason"
"9a5c9366c8eba94cb3ac4c069c599a6a",12,"26-30","Female","Graduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Certain","Different slope"
"9a5c9366c8eba94cb3ac4c069c599a6a",12,"26-30","Female","Graduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"14",0,"Neutral","Different shape"
"9a5c9366c8eba94cb3ac4c069c599a6a",12,"26-30","Female","Graduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Neutral","Different shape"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Very Certain","Different slope"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Certain","Clustering"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"16",0,"Neutral","Different shape"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Uncertain","Outlier(s)"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"16",0,"Certain","Outlier(s)"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"12",1,"Certain","Different shape"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","log",12,"2",0,"Neutral","Clustering"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1",1,"Very Certain","Clustering"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","log",12,"2",0,"Certain","Clustering"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Certain","Clustering"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1",1,"Very Certain","Different slope"
"49ba4b71fd310b4f8cf6b3f0dd48cee2",12,"31-35","Female","High School or Less","No","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","linear",9,"10",0,"Neutral","Outlier(s)"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Certain","Different shape, Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Certain","Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"11",0,"Uncertain","Different range, Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Certain","Different shape, Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Certain","Different shape, Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"12",1,"Certain","Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Certain","Different shape, Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"19",0,"Uncertain","Clustering, Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Certain","Clustering, Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","log",17,"17",1,"Very Certain","Different shape, Different slope"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"2",0,"Certain","Clustering"
"e2bd1a685a26e525f42f8069756828f5",12,"19-25","Male","Undergraduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"15",0,"Very Uncertain","Clustering"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Certain","Different range, Different slope"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Certain","Different slope"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"11",0,"Neutral","Clustering"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","log",10,"10",1,"Certain","Different slope"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Certain","Clustering"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"12",1,"Neutral","Different slope"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Neutral","Clustering"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","log",1,"1",1,"Certain","Different slope"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Neutral","Clustering"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Certain","Clustering"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","log",17,"17",1,"Very Certain","Different slope"
"0bbfae521b60724dfd07592320a09328",12,"41-45","Male","Graduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Certain","Different shape"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Very Certain","Different shape"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Very Certain","Different shape"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Very Certain","Clustering, Different shape"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Very Certain","Clustering, Different shape"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"12",1,"Certain","Different slope"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Very Certain","Different slope"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"13",0,"Very Certain","Outlier(s)"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Certain","Outlier(s)"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"5",0,"Very Certain","Clustering, Outlier(s)"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"9",0,"Certain","Clustering"
"ad1759a07481abb1aa664e0d70382222",11,"26-30","Male","Graduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"20",0,"Certain","Clustering"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Certain","Different shape"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"1",0,"Neutral","Clustering"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","log",15,"15",1,"Certain","Different shape"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Certain","Different range"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"6",0,"Neutral","Clustering"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Certain","Outlier(s)"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"14",1,"Certain","Outlier(s)"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"12",1,"Neutral","Clustering"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"19",0,"Uncertain","Different shape"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Certain","Different shape"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","log",17,"17",1,"Very Certain","Different shape"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"13",1,"Certain","Clustering"
"11cc0dfd8624a50f49b97565d0e09340",13,"19-25","Male","Undergraduate Degree","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"2",0,"Certain","Outlier(s)"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Very Certain","Different shape, Different slope"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Very Certain","Different slope"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"16",0,"Certain","Clustering"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"9",0,"Very Certain","Different range"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"6",0,"Neutral","Clustering"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","linear",15,"4",0,"Neutral","Clustering"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","linear",12,"14",0,"Certain","Outlier(s)"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","log",12,"17",0,"Neutral","Clustering"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"18",0,"Certain","Different shape"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"13",1,"Certain","Different shape"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","log",12,"12",1,"Certain","Different shape, Different slope"
"6114cb7e48aa00e3241709f085df64c1",12,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","9f2d96ab9212ba1d26f176b00e6eeec0","1","t-E_n-M","E","M","log",12,"1",0,"Certain","Clustering"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Very Certain","Different range, Different shape"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"1,10",1,"Neutral","Different range, Different shape"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","log",1,"1",1,"Certain","Clustering, Different shape"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"19",0,"Neutral","Different range"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"20",0,"Uncertain","Clustering"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Certain","Different range, Different shape"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"13",1,"Uncertain","Different shape"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1,19",1,"Certain","Clustering, Different range, Outlier(s)"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Certain","Different range, Different shape"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","linear",10,"13",0,"Certain","Outlier(s)"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Very Certain","Different range, Different shape, Different slope, Outlier(s)"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","log",1,"1",1,"Neutral","Different shape, Different slope, Outlier(s)"
"0f1b9b6265dc4d7d005a1b90aad216ce",13,"19-25","Male","High School or Less","Yes","Prolific","17c70f64092db27a58faa6c255efd8ba","1","t-M_n-H","M","H","log",1,"12,1",1,"Neutral","Clustering, Different shape"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Very Certain","Different shape"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Very Certain","Different shape"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"11,8,18",0,"Neutral","Different slope"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"4",0,"Very Certain","Different range"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Very Certain","Different shape"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","log",12,"20",0,"Neutral","Clustering"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"2",0,"Uncertain","Clustering"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"18",0,"Certain","Different slope"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"13",0,"Certain","Different range"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","log",14,"14",1,"Very Certain","Different shape"
"d74efe0c9e8b1ffd06f4eb6533246b73",11,"36-40","Male","Graduate Degree","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"18",0,"Very Certain","Different slope"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Certain","Different shape"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"8",0,"Uncertain","Clustering, Different slope"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Neutral","Different range, Different slope"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"9",0,"Certain","Different range"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1",1,"Neutral","Different shape"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"20",0,"Certain","Clustering"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10",1,"Certain","Clustering, Different shape"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"9",0,"Uncertain","Other, Lack of big clusters"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","linear",9,"9",1,"Certain","Different shape"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","log",12,"14",0,"Certain","Clustering"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","log",17,"19",0,"Certain","Clustering"
"b260431a5abc2625fe9fd1d38571c476",12,"19-25","Female","Some Undergraduate Courses","Yes","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Certain","Different shape"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Certain","Different shape"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","log",10,"10,19",1,"Certain","Different slope"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","85c5c5a6ab4fdb3aaf06947e0b9d4483","1","t-M_n-E","M","E","linear",10,"11,18,8,17",0,"Neutral","Clustering, Different slope"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","914e02881a7432dc34831c5dff0477e0","2","t-H_n-M","H","M","linear",12,"8,10",0,"Certain","Different range"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","076f2d6385d635ea49402478f7e44cab","2","t-E_n-M","E","M","linear",14,"18,8,3,1",0,"Certain","Clustering"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","log",13,"13,14,20",1,"Certain","Different shape"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","1b39b36e7a6189897f2015f191953b9d","1","t-H_n-M","H","M","linear",12,"18,20,17,7,8,19",0,"Certain","Different range"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","909f6bb4a0bbb8708bcc2d96c0b7052f","2","t-E_n-H","E","H","linear",17,"17",1,"Very Certain","Different range, Different slope"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","log",1,"1",1,"Very Certain","Different shape, Different slope"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","07f1a227ee4ee73124d6589fada210dc","2","t-M_n-E","M","E","log",10,"10",1,"Certain","Different slope"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","8105c77bcc5d38d9b4e742f1b76de5fc","1","t-E_n-H","E","H","linear",15,"15",1,"Certain","Clustering, Different range"
"8bfb02372e375bf1b9ba5eb29e0415f3",12,"19-25","Male","High School or Less","No","Prolific","70eebf16937fb9e77a3b806afe9aa528","2","t-M_n-H","M","H","linear",13,"13",1,"Certain","Clustering, Different slope"
"ea56d370543263e45f5bffbf443c7977",18,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","b8efad9285426a191f979b32a5094198","2","t-H_n-E","H","E","log",9,"9",1,"Very Certain","Different slope"
"ea56d370543263e45f5bffbf443c7977",18,"19-25","Male","Some Undergraduate Courses","Yes","Prolific","ee322d63db5869407801b2c6cd54c452","1","t-H_n-E","H","E","linear",1,"1",1,"Certain","Different slope"
